,start_station_name,end_station_name,count
529,9 St HBLR - Jackson St & 8 St,Columbus Drive,1
530,9 St HBLR - Jackson St & 8 St,Columbus Park - Clinton St & 9 St,42
531,9 St HBLR - Jackson St & 8 St,Dey St,1
532,9 St HBLR - Jackson St & 8 St,Essex Light Rail,1
533,9 St HBLR - Jackson St & 8 St,Grand St & 14 St,59
534,9 St HBLR - Jackson St & 8 St,Grove St PATH,2
535,9 St HBLR - Jackson St & 8 St,Hamilton Park,3
536,9 St HBLR - Jackson St & 8 St,Harborside,12
537,9 St HBLR - Jackson St & 8 St,Heights Elevator,16
538,9 St HBLR - Jackson St & 8 St,Hilltop,1
539,9 St HBLR - Jackson St & 8 St,Hoboken Ave at Monmouth St,14
540,9 St HBLR - Jackson St & 8 St,Hoboken Terminal - Hudson St & Hudson Pl,111
541,9 St HBLR - Jackson St & 8 St,Hoboken Terminal - River St & Hudson Pl,92
542,9 St HBLR - Jackson St & 8 St,Hudson St & 4 St,42
543,9 St HBLR - Jackson St & 8 St,Jackson Square,1
544,9 St HBLR - Jackson St & 8 St,Jersey & 3rd,3
545,9 St HBLR - Jackson St & 8 St,Jersey & 6th St,3
546,9 St HBLR - Jackson St & 8 St,Lafayette Park,2
547,9 St HBLR - Jackson St & 8 St,Leonard Gordon Park,3
548,9 St HBLR - Jackson St & 8 St,Liberty Light Rail,2
549,9 St HBLR - Jackson St & 8 St,Madison St & 1 St,10
550,9 St HBLR - Jackson St & 8 St,Madison St & 10 St,22
551,9 St HBLR - Jackson St & 8 St,Mama Johnson Field - 4 St & Jackson St,7
552,9 St HBLR - Jackson St & 8 St,Marin Light Rail,3
553,9 St HBLR - Jackson St & 8 St,Marshall St & 2 St,11
554,9 St HBLR - Jackson St & 8 St,Monmouth and 6th,1
555,9 St HBLR - Jackson St & 8 St,Montgomery St,3
556,9 St HBLR - Jackson St & 8 St,Newark Ave,3
557,9 St HBLR - Jackson St & 8 St,Newport PATH,17
558,9 St HBLR - Jackson St & 8 St,Newport Pkwy,7
559,9 St HBLR - Jackson St & 8 St,Oakland Ave,2
560,9 St HBLR - Jackson St & 8 St,Pershing Field,5
561,9 St HBLR - Jackson St & 8 St,Riverview Park,9
562,9 St HBLR - Jackson St & 8 St,South Waterfront Walkway - Sinatra Dr & 1 St,68
563,9 St HBLR - Jackson St & 8 St,Southwest Park - Jackson St & Observer Hwy,25
564,9 St HBLR - Jackson St & 8 St,Stevens - River Ter & 6 St,71
565,9 St HBLR - Jackson St & 8 St,Union St,1
566,9 St HBLR - Jackson St & 8 St,Van Vorst Park,1
567,9 St HBLR - Jackson St & 8 St,Warren St,1
568,9 St HBLR - Jackson St & 8 St,Washington St,4
569,9 St HBLR - Jackson St & 8 St,Willow Ave & 12 St,19
570,Adams St & 11 St,11 St & Washington St,8
571,Adams St & 11 St,12 Ave & W 40 St,1
572,Adams St & 11 St,12 St & Sinatra Dr N,21
573,Adams St & 11 St,14 St Ferry - 14 St & Shipyard Ln,29
574,Adams St & 11 St,4 St & Grand St,22
575,Adams St & 11 St,5 Corners Library,1
576,Adams St & 11 St,6 St & Grand St,8
577,Adams St & 11 St,7 St & Monroe St,14
578,Adams St & 11 St,8 St & Washington St,21
579,Adams St & 11 St,9 St HBLR - Jackson St & 8 St,12
581,Adams St & 11 St,Adams St & 2 St,18
582,Adams St & 11 St,Bloomfield St & 15 St,10
583,Adams St & 11 St,Brunswick & 6th,2
584,Adams St & 11 St,Brunswick St,1
585,Adams St & 11 St,Christ Hospital,1
586,Adams St & 11 St,Church Sq Park - 5 St & Park Ave,38
587,Adams St & 11 St,City Hall - Washington St & 1 St,71
588,Adams St & 11 St,Clinton St & 7 St,6
589,Adams St & 11 St,Clinton St & Newark St,27
590,Adams St & 11 St,Columbus Dr at Exchange Pl,7
591,Adams St & 11 St,Columbus Park - Clinton St & 9 St,13
592,Adams St & 11 St,Essex Light Rail,2
593,Adams St & 11 St,Grand St & 14 St,22
594,Adams St & 11 St,Grove St PATH,2
595,Adams St & 11 St,Hamilton Park,4
596,Adams St & 11 St,Harborside,1
597,Adams St & 11 St,Heights Elevator,2
598,Adams St & 11 St,Hilltop,2
599,Adams St & 11 St,Hoboken Ave at Monmouth St,4
600,Adams St & 11 St,Hoboken Terminal - Hudson St & Hudson Pl,67
601,Adams St & 11 St,Hoboken Terminal - River St & Hudson Pl,53
602,Adams St & 11 St,Hudson St & 4 St,40
603,Adams St & 11 St,Jersey & 3rd,2
604,Adams St & 11 St,Jersey & 6th St,1
605,Adams St & 11 St,Lafayette Park,2
606,Adams St & 11 St,Leonard Gordon Park,1
607,Adams St & 11 St,Madison St & 1 St,15
608,Adams St & 11 St,Madison St & 10 St,11
609,Adams St & 11 St,Mama Johnson Field - 4 St & Jackson St,13
610,Adams St & 11 St,Marin Light Rail,1
611,Adams St & 11 St,Marshall St & 2 St,6
612,Adams St & 11 St,McGinley Square,2
613,Adams St & 11 St,Morris Canal,1
614,Adams St & 11 St,Newark Ave,4
615,Adams St & 11 St,Newport PATH,7
616,Adams St & 11 St,Newport Pkwy,11
617,Adams St & 11 St,Oakland Ave,2
618,Adams St & 11 St,Riverview Park,2
619,Adams St & 11 St,South Waterfront Walkway - Sinatra Dr & 1 St,46
620,Adams St & 11 St,Southwest Park - Jackson St & Observer Hwy,14
621,Adams St & 11 St,Stevens - River Ter & 6 St,11
622,Adams St & 11 St,Washington St,2
623,Adams St & 11 St,Willow Ave & 12 St,11
624,Adams St & 2 St,11 St & Washington St,23
625,Adams St & 2 St,12 St & Sinatra Dr N,26
626,Adams St & 2 St,14 St Ferry - 14 St & Shipyard Ln,19
627,Adams St & 2 St,4 St & Grand St,14
628,Adams St & 2 St,6 St & Grand St,18
629,Adams St & 2 St,7 St & Monroe St,36
630,Adams St & 2 St,8 St & Washington St,37
631,Adams St & 2 St,9 St HBLR - Jackson St & 8 St,29
632,Adams St & 2 St,Adams St & 11 St,9
634,Adams St & 2 St,Bergen Ave & Sip Ave,2
635,Adams St & 2 St,Bloomfield St & 15 St,10
636,Adams St & 2 St,Brunswick & 6th,1
637,Adams St & 2 St,Brunswick St,11
638,Adams St & 2 St,Christ Hospital,3
639,Adams St & 2 St,Church Sq Park - 5 St & Park Ave,24
640,Adams St & 2 St,City Hall,3
641,Adams St & 2 St,City Hall - Washington St & 1 St,69
642,Adams St & 2 St,Clinton St & 7 St,32
643,Adams St & 2 St,Clinton St & Newark St,13
644,Adams St & 2 St,Columbus Dr at Exchange Pl,1
645,Adams St & 2 St,Columbus Drive,1
646,Adams St & 2 St,Columbus Park - Clinton St & 9 St,72
647,Adams St & 2 St,Dixon Mills,2
648,Adams St & 2 St,Grand St & 14 St,37
649,Adams St & 2 St,Grove St PATH,5
650,Adams St & 2 St,Hamilton Park,6
651,Adams St & 2 St,Harborside,6
652,Adams St & 2 St,Heights Elevator,4
653,Adams St & 2 St,Hilltop,2
654,Adams St & 2 St,Hoboken Ave at Monmouth St,19
655,Adams St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,83
656,Adams St & 2 St,Hoboken Terminal - River St & Hudson Pl,96
657,Adams St & 2 St,Hudson St & 4 St,33
658,Adams St & 2 St,Jersey & 3rd,3
659,Adams St & 2 St,Jersey & 6th St,3
660,Adams St & 2 St,Journal Square,1
661,Adams St & 2 St,Leonard Gordon Park,1
662,Adams St & 2 St,Liberty Light Rail,1
663,Adams St & 2 St,Madison St & 1 St,23
664,Adams St & 2 St,Madison St & 10 St,39
665,Adams St & 2 St,Mama Johnson Field - 4 St & Jackson St,3
666,Adams St & 2 St,Manila & 1st,7
667,Adams St & 2 St,Marin Light Rail,3
668,Adams St & 2 St,Marshall St & 2 St,45
669,Adams St & 2 St,Monmouth and 6th,6
670,Adams St & 2 St,Morris Canal,6
671,Adams St & 2 St,Newark Ave,5
672,Adams St & 2 St,Newport PATH,7
673,Adams St & 2 St,Newport Pkwy,8
674,Adams St & 2 St,Oakland Ave,5
675,Adams St & 2 St,Paulus Hook,3
676,Adams St & 2 St,Pershing Field,12
677,Adams St & 2 St,Riverview Park,13
678,Adams St & 2 St,South Waterfront Walkway - Sinatra Dr & 1 St,43
679,Adams St & 2 St,Southwest Park - Jackson St & Observer Hwy,14
680,Adams St & 2 St,Stevens - River Ter & 6 St,12
681,Adams St & 2 St,Van Vorst Park,6
682,Adams St & 2 St,Warren St,8
683,Adams St & 2 St,Washington St,8
684,Adams St & 2 St,Willow Ave & 12 St,41
685,Astor Place,12 Ave & W 40 St,1
686,Astor Place,5 Corners Library,2
688,Astor Place,Baldwin at Montgomery,7
689,Astor Place,Bergen Ave,17
690,Astor Place,Bergen Ave & Sip Ave,165
691,Astor Place,Bergen Ave & Stegman St,2
692,Astor Place,Brunswick & 6th,2
693,Astor Place,Brunswick St,1
694,Astor Place,Christ Hospital,3
695,Astor Place,City Hall,9
696,Astor Place,Columbus Dr at Exchange Pl,11
697,Astor Place,Columbus Drive,3
698,Astor Place,Communipaw & Berry Lane,13
699,Astor Place,Dey St,5
700,Astor Place,Dixon Mills,5
701,Astor Place,Essex Light Rail,3
702,Astor Place,Fairmount Ave,5
703,Astor Place,Glenwood Ave,5
704,Astor Place,Grand St,1
705,Astor Place,Grant Ave & MLK Dr,2
706,Astor Place,Grove St PATH,41
707,Astor Place,Hamilton Park,5
708,Astor Place,Harborside,3
709,Astor Place,Hilltop,8
710,Astor Place,Hoboken Ave at Monmouth St,2
711,Astor Place,Hoboken Terminal - Hudson St & Hudson Pl,2
712,Astor Place,Hoboken Terminal - River St & Hudson Pl,1
713,Astor Place,Hudson St & 4 St,2
714,Astor Place,JC Medical Center,6
715,Astor Place,Jackson Square,5
716,Astor Place,Jersey & 3rd,6
717,Astor Place,Jersey & 6th St,2
718,Astor Place,Journal Square,27
719,Astor Place,Lafayette Park,19
720,Astor Place,Laight St & Hudson St,1
721,Astor Place,Leonard Gordon Park,2
722,Astor Place,Liberty Light Rail,3
723,Astor Place,Lincoln Park,5
724,Astor Place,Manila & 1st,5
725,Astor Place,Marin Light Rail,1
726,Astor Place,Marshall St & 2 St,1
727,Astor Place,McGinley Square,21
728,Astor Place,Monmouth and 6th,2
729,Astor Place,Montgomery St,9
730,Astor Place,Newark Ave,9
731,Astor Place,Newport PATH,5
732,Astor Place,Newport Pkwy,1
733,Astor Place,Oakland Ave,1
734,Astor Place,Paulus Hook,7
735,Astor Place,Pershing Field,2
736,Astor Place,Southwest Park - Jackson St & Observer Hwy,1
737,Astor Place,Union St,5
738,Astor Place,Van Vorst Park,5
739,Astor Place,Warren St,1
740,Astor Place,Washington St,7
741,Baldwin at Montgomery,5 Corners Library,5
742,Baldwin at Montgomery,8 St & Washington St,1
743,Baldwin at Montgomery,Adams St & 2 St,1
744,Baldwin at Montgomery,Astor Place,3
746,Baldwin at Montgomery,Bergen Ave,7
747,Baldwin at Montgomery,Bergen Ave & Sip Ave,141
748,Baldwin at Montgomery,Bergen Ave & Stegman St,3
749,Baldwin at Montgomery,Brunswick & 6th,20
750,Baldwin at Montgomery,Brunswick St,6
751,Baldwin at Montgomery,Christ Hospital,6
752,Baldwin at Montgomery,Church Sq Park - 5 St & Park Ave,4
753,Baldwin at Montgomery,City Hall,46
754,Baldwin at Montgomery,City Hall - Washington St & 1 St,1
755,Baldwin at Montgomery,Clinton St & 7 St,1
756,Baldwin at Montgomery,Columbus Dr at Exchange Pl,15
757,Baldwin at Montgomery,Columbus Drive,13
758,Baldwin at Montgomery,Columbus Park - Clinton St & 9 St,1
759,Baldwin at Montgomery,Communipaw & Berry Lane,8
760,Baldwin at Montgomery,Dey St,2
761,Baldwin at Montgomery,Dixon Mills,19
762,Baldwin at Montgomery,Essex Light Rail,3
763,Baldwin at Montgomery,Fairmount Ave,6
764,Baldwin at Montgomery,Glenwood Ave,1
765,Baldwin at Montgomery,Grand St,7
766,Baldwin at Montgomery,Grand St & 14 St,1
767,Baldwin at Montgomery,Grove St PATH,169
768,Baldwin at Montgomery,Hamilton Park,19
769,Baldwin at Montgomery,Harborside,8
770,Baldwin at Montgomery,Heights Elevator,5
771,Baldwin at Montgomery,Hilltop,16
772,Baldwin at Montgomery,Hoboken Ave at Monmouth St,2
773,Baldwin at Montgomery,Hoboken Terminal - Hudson St & Hudson Pl,3
774,Baldwin at Montgomery,Hoboken Terminal - River St & Hudson Pl,3
775,Baldwin at Montgomery,Hudson St & 4 St,1
776,Baldwin at Montgomery,JC Medical Center,4
777,Baldwin at Montgomery,Jersey & 3rd,14
778,Baldwin at Montgomery,Jersey & 6th St,5
779,Baldwin at Montgomery,Journal Square,25
780,Baldwin at Montgomery,Lafayette Park,4
781,Baldwin at Montgomery,Leonard Gordon Park,3
782,Baldwin at Montgomery,Liberty Light Rail,2
783,Baldwin at Montgomery,Lincoln Park,12
784,Baldwin at Montgomery,Mama Johnson Field - 4 St & Jackson St,3
785,Baldwin at Montgomery,Manila & 1st,8
786,Baldwin at Montgomery,Marin Light Rail,14
787,Baldwin at Montgomery,McGinley Square,20
788,Baldwin at Montgomery,Monmouth and 6th,1
789,Baldwin at Montgomery,Montgomery St,32
790,Baldwin at Montgomery,Morris Canal,1
791,Baldwin at Montgomery,Newark Ave,30
792,Baldwin at Montgomery,Newport PATH,6
793,Baldwin at Montgomery,Newport Pkwy,3
794,Baldwin at Montgomery,Oakland Ave,5
795,Baldwin at Montgomery,Paulus Hook,4
796,Baldwin at Montgomery,Pershing Field,6
797,Baldwin at Montgomery,Riverview Park,3
798,Baldwin at Montgomery,South Waterfront Walkway - Sinatra Dr & 1 St,2
799,Baldwin at Montgomery,Stevens - River Ter & 6 St,1
800,Baldwin at Montgomery,Union St,1
801,Baldwin at Montgomery,Van Vorst Park,19
802,Baldwin at Montgomery,Warren St,6
803,Baldwin at Montgomery,Washington St,13
804,Baldwin at Montgomery,Willow Ave & 12 St,3
805,Bergen Ave,11 Ave & W 59 St,1
806,Bergen Ave,5 Corners Library,1
807,Bergen Ave,6 Ave & Walker St,3
808,Bergen Ave,Astor Place,14
809,Bergen Ave,Baldwin at Montgomery,9
811,Bergen Ave,Bergen Ave & Sip Ave,255
812,Bergen Ave,Bloomfield St & 15 St,1
813,Bergen Ave,Brunswick St,1
814,Bergen Ave,Central Park North & Adam Clayton Powell Blvd,1
815,Bergen Ave,Christ Hospital,3
816,Bergen Ave,Church Sq Park - 5 St & Park Ave,2
817,Bergen Ave,City Hall,13
818,Bergen Ave,City Hall - Washington St & 1 St,3
819,Bergen Ave,Columbus Dr at Exchange Pl,12
820,Bergen Ave,Columbus Drive,1
821,Bergen Ave,Communipaw & Berry Lane,3
822,Bergen Ave,Dey St,3
823,Bergen Ave,Dixon Mills,3
824,Bergen Ave,Essex Light Rail,2
825,Bergen Ave,Fairmount Ave,5
826,Bergen Ave,Glenwood Ave,3
827,Bergen Ave,Grand St,6
828,Bergen Ave,Grant Ave & MLK Dr,2
829,Bergen Ave,Grove St PATH,20
830,Bergen Ave,Hamilton Park,13
831,Bergen Ave,Harborside,4
832,Bergen Ave,Heights Elevator,1
833,Bergen Ave,Hilltop,11
834,Bergen Ave,Hoboken Ave at Monmouth St,1
835,Bergen Ave,JC Medical Center,3
836,Bergen Ave,Jackson Square,3
837,Bergen Ave,Jersey & 3rd,16
838,Bergen Ave,Jersey & 6th St,3
839,Bergen Ave,Journal Square,33
840,Bergen Ave,Lafayette Park,10
841,Bergen Ave,Laight St & Hudson St,1
842,Bergen Ave,Leonard Gordon Park,5
843,Bergen Ave,Liberty Light Rail,1
844,Bergen Ave,Lincoln Park,5
845,Bergen Ave,Manila & 1st,4
846,Bergen Ave,Marin Light Rail,6
847,Bergen Ave,McGinley Square,44
848,Bergen Ave,Monmouth and 6th,2
849,Bergen Ave,Montgomery St,3
850,Bergen Ave,N Moore St & Hudson St,1
851,Bergen Ave,Newark Ave,9
852,Bergen Ave,Newport PATH,8
853,Bergen Ave,Newport Pkwy,2
854,Bergen Ave,Paulus Hook,7
855,Bergen Ave,Pershing Field,3
856,Bergen Ave,Riverview Park,3
857,Bergen Ave,Southwest Park - Jackson St & Observer Hwy,2
858,Bergen Ave,Union St,2
859,Bergen Ave,Van Vorst Park,6
860,Bergen Ave,Warren St,3
861,Bergen Ave,Washington St,14
862,Bergen Ave & Sip Ave,12 St & Sinatra Dr N,3
863,Bergen Ave & Sip Ave,14 St Ferry - 14 St & Shipyard Ln,3
864,Bergen Ave & Sip Ave,5 Corners Library,18
865,Bergen Ave & Sip Ave,6 St & Grand St,1
866,Bergen Ave & Sip Ave,7 St & Monroe St,1
867,Bergen Ave & Sip Ave,9 St HBLR - Jackson St & 8 St,1
868,Bergen Ave & Sip Ave,Astor Place,193
869,Bergen Ave & Sip Ave,Baldwin at Montgomery,94
870,Bergen Ave & Sip Ave,Bergen Ave,240
872,Bergen Ave & Sip Ave,Bergen Ave & Stegman St,23
873,Bergen Ave & Sip Ave,Bloomfield St & 15 St,1
874,Bergen Ave & Sip Ave,Brunswick & 6th,9
875,Bergen Ave & Sip Ave,Brunswick St,13
876,Bergen Ave & Sip Ave,Christ Hospital,24
877,Bergen Ave & Sip Ave,Church Sq Park - 5 St & Park Ave,1
878,Bergen Ave & Sip Ave,City Hall,7
879,Bergen Ave & Sip Ave,City Hall - Washington St & 1 St,4
880,Bergen Ave & Sip Ave,Clinton St & 7 St,2
881,Bergen Ave & Sip Ave,Clinton St & Newark St,1
882,Bergen Ave & Sip Ave,Columbus Dr at Exchange Pl,2
883,Bergen Ave & Sip Ave,Columbus Drive,14
884,Bergen Ave & Sip Ave,Communipaw & Berry Lane,18
885,Bergen Ave & Sip Ave,Dey St,13
886,Bergen Ave & Sip Ave,Dixon Mills,1
887,Bergen Ave & Sip Ave,Essex Light Rail,2
888,Bergen Ave & Sip Ave,Fairmount Ave,208
889,Bergen Ave & Sip Ave,Glenwood Ave,88
890,Bergen Ave & Sip Ave,Grand St,4
891,Bergen Ave & Sip Ave,Grand St & 14 St,1
892,Bergen Ave & Sip Ave,Grant Ave & MLK Dr,3
893,Bergen Ave & Sip Ave,Grove St PATH,33
894,Bergen Ave & Sip Ave,Hamilton Park,33
895,Bergen Ave & Sip Ave,Harborside,3
896,Bergen Ave & Sip Ave,Heights Elevator,8
897,Bergen Ave & Sip Ave,Hilltop,40
898,Bergen Ave & Sip Ave,Hoboken Ave at Monmouth St,9
899,Bergen Ave & Sip Ave,Hoboken Terminal - Hudson St & Hudson Pl,3
900,Bergen Ave & Sip Ave,Hoboken Terminal - River St & Hudson Pl,6
901,Bergen Ave & Sip Ave,JC Medical Center,6
902,Bergen Ave & Sip Ave,Jackson Square,12
903,Bergen Ave & Sip Ave,Jersey & 3rd,9
904,Bergen Ave & Sip Ave,Jersey & 6th St,3
905,Bergen Ave & Sip Ave,Journal Square,37
906,Bergen Ave & Sip Ave,Lafayette Park,18
907,Bergen Ave & Sip Ave,Leonard Gordon Park,37
908,Bergen Ave & Sip Ave,Liberty Light Rail,3
909,Bergen Ave & Sip Ave,Lincoln Park,125
910,Bergen Ave & Sip Ave,Madison St & 1 St,1
911,Bergen Ave & Sip Ave,Madison St & 10 St,3
912,Bergen Ave & Sip Ave,Manila & 1st,10
913,Bergen Ave & Sip Ave,Marin Light Rail,8
914,Bergen Ave & Sip Ave,Marshall St & 2 St,1
915,Bergen Ave & Sip Ave,McGinley Square,343
916,Bergen Ave & Sip Ave,Monmouth and 6th,3
917,Bergen Ave & Sip Ave,Montgomery St,10
918,Bergen Ave & Sip Ave,Morris Canal,1
919,Bergen Ave & Sip Ave,Newark Ave,9
920,Bergen Ave & Sip Ave,Newport PATH,20
921,Bergen Ave & Sip Ave,Newport Pkwy,7
922,Bergen Ave & Sip Ave,Oakland Ave,39
923,Bergen Ave & Sip Ave,Paulus Hook,5
924,Bergen Ave & Sip Ave,Pershing Field,35
925,Bergen Ave & Sip Ave,Riverview Park,4
926,Bergen Ave & Sip Ave,South Waterfront Walkway - Sinatra Dr & 1 St,5
927,Bergen Ave & Sip Ave,Southwest Park - Jackson St & Observer Hwy,3
928,Bergen Ave & Sip Ave,Stevens - River Ter & 6 St,3
929,Bergen Ave & Sip Ave,Union St,48
930,Bergen Ave & Sip Ave,Van Vorst Park,3
931,Bergen Ave & Sip Ave,Warren St,11
932,Bergen Ave & Sip Ave,Washington St,28
933,Bergen Ave & Sip Ave,Willow Ave & 12 St,2
934,Bergen Ave & Stegman St,5 Corners Library,1
935,Bergen Ave & Stegman St,Adams St & 2 St,1
936,Bergen Ave & Stegman St,Astor Place,3
937,Bergen Ave & Stegman St,Baldwin at Montgomery,1
938,Bergen Ave & Stegman St,Bergen Ave,3
939,Bergen Ave & Stegman St,Bergen Ave & Sip Ave,21
941,Bergen Ave & Stegman St,Christ Hospital,3
942,Bergen Ave & Stegman St,City Hall,1
943,Bergen Ave & Stegman St,Columbus Dr at Exchange Pl,9
944,Bergen Ave & Stegman St,Dixon Mills,2
945,Bergen Ave & Stegman St,Essex Light Rail,4
946,Bergen Ave & Stegman St,Fairmount Ave,1
947,Bergen Ave & Stegman St,Fulton St & Broadway,1
948,Bergen Ave & Stegman St,Glenwood Ave,9
949,Bergen Ave & Stegman St,Grant Ave & MLK Dr,3
950,Bergen Ave & Stegman St,Grove St PATH,2
951,Bergen Ave & Stegman St,Hamilton Park,8
952,Bergen Ave & Stegman St,JC Medical Center,4
953,Bergen Ave & Stegman St,Jackson Square,7
954,Bergen Ave & Stegman St,Journal Square,6
955,Bergen Ave & Stegman St,Leonard Gordon Park,1
956,Bergen Ave & Stegman St,Lincoln Park,1
957,Bergen Ave & Stegman St,Mama Johnson Field - 4 St & Jackson St,2
958,Bergen Ave & Stegman St,Manila & 1st,2
959,Bergen Ave & Stegman St,McGinley Square,3
960,Bergen Ave & Stegman St,Montgomery St,2
961,Bergen Ave & Stegman St,Newark Ave,1
962,Bergen Ave & Stegman St,Newport PATH,2
963,Bergen Ave & Stegman St,Park Ave & St Edwards St,1
964,Bergen Ave & Stegman St,South Waterfront Walkway - Sinatra Dr & 1 St,1
965,Bergen Ave & Stegman St,Union St,7
966,Bergen Ave & Stegman St,Van Vorst Park,1
967,Bergen Ave & Stegman St,Warren St,1
968,Bloomfield St & 15 St,11 Ave & W 41 St,2
969,Bloomfield St & 15 St,11 St & Washington St,18
970,Bloomfield St & 15 St,12 St & Sinatra Dr N,28
971,Bloomfield St & 15 St,14 St Ferry - 14 St & Shipyard Ln,48
972,Bloomfield St & 15 St,4 St & Grand St,15
973,Bloomfield St & 15 St,6 St & Grand St,12
974,Bloomfield St & 15 St,7 St & Monroe St,50
975,Bloomfield St & 15 St,8 St & Washington St,102
976,Bloomfield St & 15 St,9 Ave & W 18 St,1
977,Bloomfield St & 15 St,9 St HBLR - Jackson St & 8 St,38
978,Bloomfield St & 15 St,Adams St & 11 St,5
979,Bloomfield St & 15 St,Adams St & 2 St,16
980,Bloomfield St & 15 St,Bergen Ave & Stegman St,1
982,Bloomfield St & 15 St,Brunswick & 6th,1
983,Bloomfield St & 15 St,Brunswick St,1
984,Bloomfield St & 15 St,Christ Hospital,1
985,Bloomfield St & 15 St,Church Sq Park - 5 St & Park Ave,40
986,Bloomfield St & 15 St,City Hall - Washington St & 1 St,63
987,Bloomfield St & 15 St,Clinton St & 7 St,35
988,Bloomfield St & 15 St,Clinton St & Newark St,15
989,Bloomfield St & 15 St,Columbus Dr at Exchange Pl,13
990,Bloomfield St & 15 St,Columbus Drive,2
991,Bloomfield St & 15 St,Columbus Park - Clinton St & 9 St,38
992,Bloomfield St & 15 St,Essex Light Rail,4
993,Bloomfield St & 15 St,Grand St,7
994,Bloomfield St & 15 St,Grand St & 14 St,8
995,Bloomfield St & 15 St,Grove St PATH,3
996,Bloomfield St & 15 St,Hamilton Park,11
997,Bloomfield St & 15 St,Harborside,16
998,Bloomfield St & 15 St,Heights Elevator,16
999,Bloomfield St & 15 St,Hilltop,3
1000,Bloomfield St & 15 St,Hoboken Ave at Monmouth St,11
